age,female,income,wealth
25,1,112554,60490
25,0,255087,74801
25,1,66772,-9809
23,1,135387,-143670
23,1,189698,-49172
22,1,263216,82378
22,0,117680,-17507
21,0,42444,7867
21,0,1200,-92923
20,0,158544,34065
19,1,51600,-3913
19,0,45333,46581
18,0,24949,27010
17,1,35956,596
16,0,0,0
15,1,0,0
15,1,0,0
13,1,0,0
13,1,0,0
13,0,0,0
13,1,0,0
12,0,0,0
11,0,0,0
11,1,0,0
11,1,0,0
9,1,0,0
9,0,0,0
4,1,0,0
0,0,0,0
0,1,0,0
81,1,0,87572
76,0,0,261820
72,1,257003,5349
66,0,0,1417759
59,1,388114,701530
57,0,205895,208516
56,1,236323,6783
55,0,94622,-68963
55,0,329919,430942
55,0,79425,547026
52,0,536705,1324723
52,1,83774,-138171
51,0,257137,794087
51,1,40634,328739
50,0,259653,-239350
50,1,272976,528697
48,0,490791,-654703
48,0,543469,-1350727
47,1,255114,349152
47,0,336283,-406522
47,0,212720,-229031
46,1,0,0
46,0,316005,-484051
46,0,172013,155850
42,1,174585,267736
41,1,0,13752
41,0,233874,-604413
39,1,197030,199462
39,0,229598,-608605
37,1,187910,1980284
37,1,328595,-76211
35,0,53573,270787
35,0,531556,-738055
34,1,450235,-1014044
33,1,7897,192000
33,1,433642,-2136053
32,0,443229,-556745
28,1,245998,-268068
22,1,12131,13143
20,1,9270,-232
19,1,25459,-30030
19,1,80397,5957
19,0,99127,-20182
18,0,25591,16482
17,0,0,29032
16,0,1050,0
14,1,0,0
13,0,0,0
12,0,0,0
9,1,0,0
8,0,0,0
8,1,0,0
8,0,0,0
7,0,0,0
6,0,0,0
4,0,0,0
3,1,0,0
2,0,0,0
2,1,0,0
1,0,0,0
1,1,0,0
0,1,0,0
79,0,0,108217
78,1,0,110694
76,0,0,373995
74,1,0,437183
71,1,0,1152
65,0,557533,249543
64,0,1770,421345
60,0,133474,32703
60,0,358334,116441
59,0,519609,-121147
58,0,312900,281609
57,1,239058,796959
55,0,631793,-448345
54,0,311281,505546
53,1,175818,51453
50,0,339375,-8925
49,0,0,-233541
49,1,243370,14436
49,0,331269,578155
48,0,166722,1807
47,1,159797,282824
47,0,364178,-196797
45,1,173533,0
45,1,177522,-266600
45,0,252503,-675731
43,0,412278,-425594
43,1,138132,0
43,0,111792,120503
42,1,371147,261663
41,1,182854,192456
39,0,233524,-446736
39,0,0,-47726
38,0,147180,350583
38,0,414728,-16530
37,0,166518,-1318351
37,0,238350,271404
36,0,293265,65504
36,0,386053,-779485
34,0,261831,-123547
34,1,277703,88864
33,0,169862,-142168
33,0,168884,193943
32,0,757872,-2208125
31,1,216119,17404
29,0,233603,-7941
27,0,324617,-1008098
27,1,153697,54276
27,0,284366,-135585
26,0,29757,67351
23,0,228163,-23103
23,0,189854,-32145
22,1,210797,-43885
20,0,93173,-40699
18,0,19596,520
17,0,46407,-12017
17,0,19264,-4440
16,0,0,0
16,0,1894,0
15,1,0,0
14,1,0,0
14,1,0,0
13,0,0,0
11,1,0,0
10,0,0,0
10,0,0,0
8,1,0,0
5,1,0,0
2,1,0,0
1,1,0,0
0,0,0,0
81,1,0,391614
81,0,0,224167
80,1,0,30608
77,1,0,240406
74,1,0,302935
72,1,0,137175
69,0,2423,113527
69,1,0,313134
65,1,23601,37885
64,1,0,99784
63,0,1462267,-147091
62,0,395900,1184850
61,1,146246,-9423
59,0,220321,-45029
59,1,296230,70716
59,0,1947669,2331897
58,0,369701,380444
56,0,37856,539443
56,0,83137,-378874
55,0,216719,-90269
54,0,212164,294490
53,0,571213,1435987
52,0,331000,530862
52,0,260200,-219223
51,1,214726,21175
50,0,386187,-373826
50,0,287189,-206417
50,0,113780,131097
50,0,225477,-14624
49,0,469789,280633
49,0,560818,-1293751
49,1,199146,-57611
45,1,209079,-36714
45,1,173667,153306
45,0,270230,-26797
45,1,190462,570840
45,0,333313,3067032
45,1,193129,33139
44,1,247172,-336771
44,0,353210,394709
43,1,70180,8360
42,1,65879,202080
41,0,475359,-394649
41,1,94291,196160
41,0,18180,4475
41,1,135378,207736
39,0,325129,-1381325
39,0,460315,-2990
34,1,172158,94062
33,1,111007,-2562
30,0,289251,56148
30,0,0,-90156
29,0,168717,-659375
29,1,146083,-113996
27,0,0,81
27,0,96328,887638
27,0,218693,-109349
27,0,477429,-42259
25,1,119783,-48146
24,0,94239,-146739
23,0,56039,847
23,1,278152,13854
20,1,51472,158203
20,0,0,303127
19,1,2746,7673882
17,0,21365,1318
17,0,1785,70932
16,0,18866,0
15,0,0,0
14,1,0,0
12,1,0,0
11,0,0,0
11,1,0,0
9,1,0,0
9,1,0,0
9,0,0,0
9,1,0,0
7,1,0,0
5,1,0,0
2,0,0,0
0,0,0,0
81,1,0,31539
78,0,0,4405
75,1,0,111177
71,1,0,2971
71,1,0,523433
70,1,0,1596060
69,1,0,274927
67,0,0,478539
67,1,0,0
66,0,0,284817
66,1,139373,29152
65,0,43767,343251
63,0,181400,644292
60,1,333,108878
60,1,122464,132294
58,1,123903,191726
58,0,488773,135925
57,0,426829,61220
54,1,280000,894200
54,0,146570,-620681
53,0,366721,195177
52,1,217700,-526781
52,1,291679,422942
52,1,42445,518656
52,1,0,653
51,1,137901,225516
51,0,760379,73598
51,1,300000,979451
49,1,277011,1603214
49,0,267147,-205218
48,1,265472,4836
48,0,299799,-13784
48,0,243318,486117
47,1,181333,399209
47,1,258445,143834
46,1,504531,267159
46,1,222916,24939
45,0,292184,-288984
44,0,0,68988
44,1,266845,-312730
43,0,188429,110686
42,0,273450,470110
42,1,52988,124755
42,1,133671,2093
40,0,270253,-817557
39,1,141587,141520
35,0,370980,-112051
34,1,8501,-62423
33,0,214705,-313425
33,0,1321110,333543
29,0,229826,-342778
29,0,182737,-192041
29,1,347662,-155035
29,1,214185,97711
28,0,296275,-433617
27,1,11116,203945
27,0,287320,-647036
27,1,120717,-170580
26,1,248364,-233262
22,1,66173,601
22,0,113360,13286
22,0,170308,72824
20,0,20204,-24287
17,0,0,-487
14,1,1318,0
14,0,11703,0
13,1,0,0
13,0,0,0
10,1,0,0
10,1,0,0
9,0,0,0
9,1,0,0
8,0,0,0
8,0,0,0
7,1,0,0
7,0,0,0
5,1,0,0
3,1,0,0
2,0,0,0
1,0,0,0
0,0,0,0
86,1,0,215208
78,1,0,176678
74,1,0,250812
70,1,0,77341
67,1,0,1174
65,1,0,6979
60,0,145271,462861
57,0,240345,255510
56,1,245038,331179
54,1,2825,264934
54,0,665512,154410
54,0,458381,-291349
53,0,198879,-261523
53,1,0,231132
51,1,86510,567066
51,0,336887,1308554
50,1,273285,236872
50,0,167306,-618352
50,0,197815,136004
49,1,232064,-777647
49,1,302850,739962
48,0,331348,-209634
48,0,293306,-69932
48,1,137613,153913
47,1,235950,-134711
47,0,4463,-53250
47,1,302222,203840
46,1,369497,77284
45,0,249387,-216233
45,0,334675,-362110
44,1,291079,57216
43,1,246256,-135432
43,1,97561,158266
42,0,127305,54383
42,1,169148,779283
42,0,652195,-713800
40,1,131428,-26008
40,0,321879,162521
38,0,347017,-44077
38,0,424570,-155383
37,1,203677,816142
36,0,426925,-763071
34,1,207282,14390
33,1,271591,-67332
33,1,102314,49038
33,0,352452,-986348
32,0,276293,381840
30,0,-2393,941
30,0,15821,-53856
29,0,228468,-63166
29,0,333884,-911975
28,0,130335,-31488
24,0,158565,-186869
23,1,139692,44551
22,0,219124,44488
22,0,71268,29809
21,0,17617,-78981
20,0,75542,9404
20,0,58434,49817
19,0,157475,-26415
19,0,69965,7492
18,1,16695,-185
18,0,72120,9717
18,1,0,-7401
18,0,112478,53120
17,0,0,102145
14,0,0,0
13,0,0,0
10,0,0,0
10,1,0,0
9,1,0,0
9,0,0,0
9,1,0,0
6,0,0,0
5,0,0,0
4,0,0,0
4,1,0,0
4,1,0,0
2,1,0,0
0,1,0,0
85,0,0,763995
69,1,0,478983
64,0,144668,368129
63,1,24244,-461065
61,1,309379,752265
61,1,97718,-91767
60,0,432140,2984824
54,0,166616,677626
53,1,121630,38994
53,0,264501,257702
53,0,444441,379034
52,1,120885,-4220
52,1,292901,-128165
52,0,138269,-435621
51,0,275972,-610213
51,1,136120,-94203
51,1,27522,-151249
50,0,463475,-1237659
50,0,542793,817289
49,1,99151,432273
49,1,204266,112047
48,0,251290,32699
47,0,265973,-243488
47,1,14847,136220
47,1,62795,-15648
46,1,0,9
46,1,274720,589176
46,0,552432,-1132514
44,0,309813,-433726
44,0,366925,-72732
44,1,207351,-4663
43,1,254450,-16087
42,0,304659,694872
41,0,254459,-904999
41,0,252901,-341872
41,0,311360,-485043
40,0,316097,182038
40,1,96408,111537
40,0,263548,-49920
39,0,277300,-814819
39,1,129325,134447
38,1,212115,28192
38,1,178018,521276
38,1,94906,138181
37,1,15870,27085
37,1,0,-506
33,1,358436,-63885
33,1,13533,18892
31,0,415690,-709343
29,1,238,56543
29,1,293448,127863
28,0,289426,-1893
27,0,3139,27004
26,1,95459,-828711
26,0,38030,-201839
25,1,168734,-167382
23,1,29114,-101849
23,1,48878,-160565
19,1,35154,15302
18,0,42691,53974
18,1,6225,1995
17,1,0,12441
17,1,8015,2234
17,0,18692,187
16,0,19483,0
15,1,0,0
15,1,0,0
13,0,0,0
12,0,0,0
9,1,0,0
7,0,0,0
7,0,0,0
6,1,0,0
4,1,0,0
4,1,0,0
4,1,0,0
3,0,0,0
3,1,0,0
1,1,0,0
0,1,0,0
0,0,0,0
78,0,0,141329
74,1,0,171806
73,0,0,407012
71,0,19581,-68574
69,1,0,-238181
65,0,0,148133
64,0,19875,8436
64,1,148730,8369
60,1,132999,638782
59,1,0,6341
59,1,0,25467
59,0,286206,-170717
57,0,249357,-179754
57,1,189181,153860
56,1,0,139684
55,0,253592,125096
54,0,280519,700742
54,0,664668,2094499
54,1,0,70994
54,0,98828,568186
54,1,146745,-18769
51,0,193224,-503902
51,1,258860,-226156
51,0,574131,-43575
51,1,178478,73171
49,0,289928,567436
48,1,0,6591
47,0,335496,-251749
46,1,569707,-1462429
46,0,65966,925803
45,0,513673,-1692289
43,1,129342,-9145
43,0,659848,-1066940
43,1,226521,511838
43,0,287335,-306636
41,1,213000,-195472
40,0,390401,263424
40,1,254931,-162822
40,1,186984,92791
39,0,4080,-677468
38,0,328800,-848351
37,0,299983,396365
37,0,290021,-39997
36,1,190363,-182052
35,0,233296,-427093
34,1,267178,70155
33,1,77118,-566157
32,0,320425,-864369
31,1,37895,85351
30,0,119836,-1287909
30,1,161498,12230
28,0,349951,-68401
28,1,133849,-26838
26,1,213205,38997
25,1,31547,-244381
24,1,182651,-55093
24,1,163541,0
23,0,317630,95663
23,1,154848,-459542
22,0,20991,-146584
22,1,151838,5166
22,1,202022,-20660
22,1,49777,13127
20,0,133931,-160794
18,1,56402,70297
17,0,21366,90949
17,1,8697,59093
16,0,0,0
16,1,28210,0
16,1,0,0
15,1,8100,0
15,0,0,0
14,1,0,0
14,0,2750,0
14,0,0,0
12,1,0,0
11,1,0,0
11,1,0,0
11,1,0,0
11,1,0,0
10,1,0,0
10,1,0,0
10,0,0,0
8,0,0,0
7,1,0,0
6,1,0,0
5,0,0,0
3,0,0,0
1,1,0,0
1,1,0,0
0,0,0,0
75,1,0,301060
71,1,0,34256
70,0,0,394942
63,0,0,-515381
58,1,282229,-266122
58,0,0,-374106
57,0,337511,-352537
57,0,57479,-8925
56,0,249922,-133181
56,1,281411,80148
54,1,180000,380846
54,0,379052,274829
52,1,194953,204318
52,0,209685,-218075
52,1,1600,104673
52,0,247541,-165977
52,0,325339,510843
51,0,281450,320018
51,0,47151,-69927
50,0,259818,-85416
49,0,320817,45614
49,1,236170,296425
47,0,307238,28099
47,1,215703,5036
47,0,598664,768132
45,1,0,889
44,0,130630,-618349
44,1,125136,128195
43,0,225427,-187445
42,1,160072,523
42,0,415343,-88078
42,0,0,421952
42,0,498560,481588
38,0,310722,-291963
38,1,155131,114042
37,1,463996,-54636
36,0,253925,407560
31,0,289230,-124519
30,0,272527,-1255147
27,1,251146,-197789
26,0,255543,-346539
25,0,38530,221443
24,0,3708,-215707
22,1,20060,-111899
19,1,16979,-45801
19,1,24250,-3961
19,0,18322,1282
18,1,1960,4741
17,0,8375,23137
15,0,13637,0
13,0,0,0
12,1,0,0
12,0,0,0
11,0,0,0
11,0,0,0
11,1,0,0
10,1,0,0
10,0,0,0
9,1,0,0
9,0,0,0
8,0,0,0
6,0,0,0
6,1,0,0
5,0,0,0
5,0,0,0
4,0,0,0
3,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
80,0,0,506216
73,1,0,415421
72,0,0,267640
72,1,0,5746
71,1,0,140516
67,1,0,724689
66,0,48779,866615
66,0,743844,-201726
64,0,187940,399064
62,1,249600,1115068
61,0,404326,408045
60,1,141131,4312
59,0,52760,36211
59,0,0,546266
57,0,2717,49826
57,0,457764,-1377367
56,1,0,492250
55,0,410813,-914752
53,1,157245,120413
53,0,228296,62968
52,1,197919,330318
49,0,528399,455746
49,0,86586,142270
48,1,246557,-242950
47,1,145234,10921
46,1,170858,-87614
46,1,108636,760
46,0,303792,247204
46,0,192739,311843
46,1,199785,241052
44,0,386487,-387611
44,0,287644,-775664
44,0,149345,325790
43,1,213657,66267
43,0,405937,264747
42,1,155272,-160356
41,1,276312,28413
40,0,283347,-113436
40,0,303888,-132376
40,1,218517,168454
39,0,534328,228310
39,0,536057,-106646
38,1,129629,1500
37,0,50000,172349
35,1,275093,-306068
35,1,399111,-22205
34,1,240852,-1369702
34,0,204946,-229744
34,0,283952,-62779
31,0,120353,-327493
30,1,0,7399
28,1,67404,523552
27,0,179383,94577
27,1,269524,-531160
25,0,634,-110124
25,0,42906,-13302
23,0,15673,8068
22,0,96535,114864
22,0,33801,73532
21,1,24415,19268
20,0,10054,-22468
20,1,31738,-39541
19,0,0,-18460
19,1,5881,100
18,1,17152,1905
17,1,0,-10236
14,0,19800,0
12,0,0,0
12,0,0,0
12,1,0,0
10,0,0,0
8,0,0,0
8,0,0,0
8,0,0,0
7,0,0,0
6,0,0,0
5,0,0,0
5,0,0,0
5,1,0,0
3,1,0,0
3,1,0,0
3,0,0,0
1,1,0,0
76,1,8519,17125
75,1,0,70023
75,0,24000,131802
74,1,0,257475
71,1,0,181934
69,0,0,409502
69,0,0,526597
67,0,116600,965012
63,0,6803,260959
62,1,0,74534
62,1,169113,344598
60,0,22500,1364287
58,0,311451,1169416
58,1,0,82666
54,0,426090,369154
53,1,162422,1891
52,1,28825,673
52,1,194884,-67573
52,1,-650,5449
52,1,99077,138559
51,1,0,117375
49,0,488967,1197482
47,1,7276,-427400
46,0,388366,-2407313
46,0,181467,308145
46,1,328547,-1289399
46,0,294363,665970
46,1,239539,52998
46,0,305017,288160
46,0,259387,-81454
45,1,158157,-21062
45,1,178522,231191
45,0,403251,3640144
42,0,170569,71589
40,0,313762,-349690
39,1,134397,103105
38,1,142364,1760
38,0,278581,-426855
38,1,335931,330493
38,0,429107,-225444
37,1,333002,205762
37,1,16137,134365
31,1,247173,293654
31,0,260059,-207909
30,1,226279,-13849
23,0,249508,117750
23,0,254569,23067
20,0,0,1235
20,0,74205,-114
19,0,34232,58709
17,1,0,26724
15,1,0,0
13,1,0,0
12,1,0,0
12,0,0,0
12,0,0,0
12,0,0,0
11,0,0,0
10,1,0,0
9,1,0,0
9,1,0,0
7,1,0,0
4,0,0,0
3,1,0,0
3,0,0,0
1,0,0,0
0,0,0,0
83,0,229368,2155159
78,0,0,428324
71,1,93580,-181629
71,0,0,229765
69,0,0,98437
67,0,33724,-1539
65,0,0,-738285
64,0,5303,773977
59,1,0,11940
56,1,391624,386180
56,1,282944,732173
54,1,61473,0
53,1,284733,-245801
53,0,1338300,-244061
53,0,253975,161712
53,0,212154,463828
52,1,140665,95444
51,0,342412,1917981
51,0,294538,244217
51,0,114180,-108280
47,0,312010,1113363
46,0,304550,-393521
45,1,114753,-3121
43,1,188922,-18434
43,1,172085,270705
43,1,215750,-226098
42,0,364112,-32038
42,1,541531,685219
41,1,170211,-46729
40,1,172479,97557
40,1,55000,9731
39,1,100740,0
39,1,254363,21254
39,1,122940,-12116
37,0,281988,1523161
37,0,502715,452176
37,1,198463,-555560
35,1,251868,52562
35,0,270208,-284000
34,1,260067,93391
32,0,353202,-315973
31,0,245306,-265006
31,1,213335,114927
31,1,290516,152050
30,1,294782,52147
30,0,0,-280959
29,0,292327,154748
29,0,275245,-131298
28,1,180445,-240929
27,0,22955,-28004
26,0,139722,7056
26,1,98639,-91400
25,0,270968,151711
24,0,156183,33954
23,1,39619,-30482
20,1,0,5474
19,1,14117,344211
19,0,22520,2254
18,0,4488,654238
18,0,9185,27794
17,0,18135,49515
15,1,8383,0
14,0,0,0
12,0,0,0
11,1,0,0
9,0,0,0
6,1,0,0
77,0,-10341,17010
73,1,0,100305
72,1,0,73471
70,0,0,22282
69,1,0,77091
64,0,0,140934
64,0,0,41814
62,1,0,183241
58,0,241755,370527
58,0,744554,-666883
57,1,172518,1434813
57,0,578978,563224
54,0,332803,-671683
53,1,289243,-43769
52,0,205811,108475
51,1,322786,88442
49,0,477502,-104664
49,1,543469,-50329
48,1,322263,-33111
44,0,1138209,-1027491
43,1,215848,2053
42,0,692936,-1311505
41,0,289609,-78578
40,0,317745,109405
40,0,28403,-60152
39,0,300964,-382951
38,0,126912,-3041206
37,0,317159,-397
36,1,0,-35820
35,1,0,46584
34,1,218994,10913
34,1,274953,-12351
33,1,307545,-576893
33,0,394663,-123964
30,1,136316,31915
29,0,273689,-87494
28,0,40563,-140664
26,0,198167,51508
26,0,199300,-363714
24,0,41068,25708
23,0,118790,-12905
20,1,24071,7665048
20,1,0,-57485
19,0,163273,16184
19,0,31969,74898
19,0,73202,278272
18,1,17045,6757
17,0,0,5361
13,0,0,0
13,1,0,68513
13,1,0,0
9,0,0,0
8,0,0,0
6,0,0,0
3,1,0,0
2,0,0,0
75,0,0,958923
72,0,4119,705260
69,0,0,453222
69,0,4000,1379417
66,0,48000,271801
65,1,12000,607699
62,0,432411,1696
60,0,362008,104901
60,0,319108,459669
59,1,280000,4407
57,0,230912,156228
57,1,222094,115
57,0,457637,258346
56,1,257111,5195
55,0,305611,933040
55,0,75409,-318070
54,0,390150,506264
54,1,0,201244
53,0,302343,-67
52,0,336389,582477
52,1,120272,89982
50,1,188321,568403
49,0,442957,-157469
49,0,248459,615892
48,0,362436,690006
48,1,234887,-1153386
47,1,261935,274546
45,1,116259,154752
45,0,382967,197640
44,1,432697,-1001056
44,0,443853,-378345
43,1,204551,32867
42,0,194018,91344
42,0,238518,231462
34,1,188634,-553139
34,1,99857,-124324
33,0,616998,-1209783
30,0,326670,244624
22,1,37399,99691
17,0,24827,14655
17,1,0,3424
16,0,5793,0
16,1,5165,0
16,0,10519,0
14,1,0,0
14,0,0,0
11,1,0,0
3,1,0,0
2,0,0,0
2,0,0,0
1,1,0,0
0,0,0,0
0,0,0,0
0,1,0,0
81,1,0,308619
79,1,0,3608
75,1,0,457
71,0,0,352272
71,1,1477,2372
70,1,13192,713444
68,0,0,-94072
67,0,122415,1470189
63,1,0,54
60,0,121876,576000
60,0,132225,813087
59,0,0,121572
59,1,0,286872
58,1,305276,373401
55,0,557320,290226
55,0,146537,199829
55,0,321698,702227
54,1,260384,826799
51,0,897519,546734
50,0,333997,-153468
47,1,225915,3355
47,1,146657,186913
44,0,351552,-68668
43,1,99614,970
43,0,314169,404096
43,0,328058,-571848
42,0,151438,1425305
41,1,0,670268
40,0,89018,24089
39,0,271569,-333029
39,1,5150,-545620
36,1,129009,28801
35,0,347301,-379195
31,1,167832,31287
29,1,74589,38069
29,0,368987,-107861
27,1,0,101808
26,1,85303,-71703
23,1,189600,15439
21,0,122035,-158679
20,1,78548,-20714
19,0,14652,748
19,0,169359,34128
18,0,73166,-7266
18,0,43744,68510
17,1,9218,12025
17,1,19447,7280
17,0,0,-8133
17,0,0,406
17,1,12564,7428
16,0,2346,0
15,0,0,0
14,0,0,0
13,1,12777,0
11,0,0,0
11,0,0,0
11,0,0,0
10,0,0,0
9,0,0,0
8,0,0,0
7,1,0,0
6,0,0,0
6,0,0,0
5,1,0,0
4,1,0,0
4,1,0,0
3,0,0,0
1,1,0,0
1,0,0,0
0,1,0,0
80,0,0,14933
79,1,0,285698
79,0,16238,7676950
73,0,0,141025
71,0,0,52299
69,1,0,-3502
67,1,0,274759
66,0,4925,409146
65,0,179975,73705
63,0,0,652591
61,0,118632,379945
60,1,85600,594569
59,1,83517,85088
58,1,57922,3168444
57,0,175201,-6968
55,0,297625,-77307
55,1,32840,8239
54,0,2455427,8582514
53,0,454236,1102132
53,1,197569,101484
52,1,253264,-5027
52,0,200000,-1342570
51,1,308298,1118692
49,0,55553,293807
49,0,406285,-9260
48,1,221408,7810
48,1,193212,-160673
48,1,142509,180446
48,1,154917,62754
48,0,321462,640026
47,0,596949,-997218
45,1,264341,-151959
44,1,262473,-34067
43,1,141377,-198450
41,0,457963,78255
41,0,417815,-878043
41,1,267795,33976
41,1,211767,-21052
40,0,560704,690817
39,0,75550,-1212039
39,1,141205,431918
36,0,281367,-363447
36,1,223229,-110095
35,0,253916,-190142
31,0,269521,-300583
31,1,325757,-20654
28,0,417432,-846285
28,1,143578,-230559
26,0,250674,-166172
26,0,365779,-801565
25,1,15632,10305
22,1,129637,3168
20,1,159801,4992
20,0,192595,30046
19,0,5450,16184
19,1,73954,2564
18,0,45492,-549
17,0,13001,78
17,0,9849,3295
17,0,0,7306
15,0,0,0
15,0,0,0
14,0,14600,0
14,0,0,0
13,1,0,0
13,1,22000,0
13,1,0,0
12,0,0,0
12,1,0,0
11,0,0,0
10,0,0,0
10,1,0,0
9,0,0,0
8,0,0,0
7,0,0,0
5,1,0,0
4,1,0,0
3,1,0,0
79,1,0,605601
72,0,0,178766
71,0,0,424979
63,1,265156,0
63,0,125854,175814
62,1,224781,95617
61,0,195875,165597
61,1,158007,1004316
56,1,371453,2003192
56,0,69534,61555
56,1,216215,93315
56,0,544225,2049251
55,0,198335,527797
55,0,327453,343823
54,1,0,211382
54,0,52056,120286
50,1,427589,377569
50,0,238492,30979
49,1,285336,-318145
49,0,0,2244
49,1,137712,100855
48,0,931099,315587
47,0,340310,235765
47,0,240524,-181868
47,1,164935,-68652
46,1,179859,-137000
45,1,155605,0
45,1,230118,227034
44,1,0,826766
43,1,0,19470
41,0,429103,368933
40,1,0,15731
40,0,236551,-111729
40,0,353028,-92465
39,1,220714,-26997
39,0,313403,-834844
38,0,171746,-474262
37,0,414478,22738
37,1,423392,-215495
37,0,340491,-7271
36,0,147511,-2580
34,0,323011,-422955
34,1,113053,344932
34,0,219088,-63209
33,0,398001,2159354
30,0,347262,-49810
28,0,377678,-746119
27,0,206278,-1843
27,0,254229,-71840
26,0,81642,-46256
25,1,21927,-123402
25,1,277431,190402
25,0,221407,-218143
24,1,184993,-64853
24,1,0,68513
19,0,0,-68760
19,1,37037,46107
18,1,112808,-853
17,1,7210,6891
16,1,4800,0
16,0,18000,0
15,1,1210,0
15,0,99949,0
14,0,0,0
14,1,0,0
13,1,0,0
10,1,0,0
10,1,0,0
8,0,0,0
8,0,0,0
7,1,0,0
4,0,0,0
3,0,0,0
0,0,0,0
73,1,0,55457
70,1,0,801167
70,1,0,114674
69,1,0,-175514
68,0,155549,140595
67,0,-6772,1346017
62,0,0,545133
62,1,0,178368
62,0,426830,652264
61,1,0,9596
61,1,100541,269366
60,1,0,306
60,1,168444,-47454
59,0,630035,5620797
58,0,698357,1689994
57,0,98482,19026
54,0,1639525,505624
53,0,248712,971272
53,1,156731,515
53,1,91150,201066
51,1,207029,-118632
50,0,433477,692933
50,1,123955,440532
49,0,414049,-68175
49,1,303522,398936
48,0,220783,-321490
48,0,300000,-645834
47,1,122702,23678
46,1,227013,15743
46,1,192435,192074
45,0,323545,-799378
45,1,261172,564430
45,1,288543,-264761
45,1,601849,-1055641
44,1,0,11869
43,1,150601,-404229
43,0,380392,-10451
43,0,254527,-303864
41,1,137638,-418893
41,0,688390,165247
41,0,219549,-339415
41,0,278311,-947356
39,0,720204,372862
39,1,130897,125324
39,0,2800,-42569
39,1,95001,147847
38,1,200427,-26835
37,1,0,-358155
37,1,108717,-161612
36,0,378372,-606458
35,0,388892,-1523183
35,1,243525,-363278
34,1,108942,81580
34,0,489220,-107597
34,1,138201,158170
33,1,46636,95493
33,0,303147,-529016
32,1,171426,-278426
32,1,239902,70851
31,1,253679,-458437
31,0,115303,-153311
30,1,280377,275382
30,0,468305,159438
29,1,218815,50310
29,0,368741,-499061
29,1,214019,-18446
27,1,397474,-186767
27,0,141750,-27435
25,1,152802,-214259
24,0,15267,125602
24,1,68340,100672
23,0,43327,34508
23,0,93209,-183028
23,1,166557,159859
21,0,192813,-34526
18,0,62058,-14209
18,1,68179,4619
17,1,13805,3241
17,0,13442,69578
16,1,12379,0
14,1,0,0
11,0,0,0
9,1,0,0
9,1,0,0
7,0,0,0
6,1,0,0
4,1,0,0
1,0,0,0
80,1,0,156478
76,1,0,45484
74,1,0,189487
73,0,0,131019
71,1,0,431272
64,0,256139,-82323
63,0,185746,495708
63,0,83691,314432
61,0,13600,233295
60,0,364698,-211911
58,0,352956,1326023
57,1,91035,-6492
57,1,0,3000
56,0,383070,-436025
55,1,1870861,44010120
55,0,280714,540154
54,0,511669,122124
54,0,651662,191712
51,0,0,0
49,1,148598,17976
49,1,238041,54048
49,0,213328,56811
47,1,177281,349372
46,0,768739,1695699
46,0,13876,388731
46,1,144336,157503
45,1,0,0
45,1,123725,377055
44,1,120000,198921
42,1,219587,167450
42,0,292337,150133
39,1,99823,-144748
39,1,4334,80152
37,0,420042,77214
37,0,178287,-144012
34,0,0,0
34,0,92690,-1522205
33,1,229590,185552
32,1,139909,-133572
29,0,0,-62184
29,0,58221,-92499
28,0,395849,412901
26,1,234095,-517464
22,0,130052,1351
20,0,47962,29140
19,1,61576,-19311
19,0,24559,99351
17,1,41785,38498
16,0,16015,0
16,0,3914,0
15,1,0,0
13,1,3010,0
10,1,0,0
9,0,0,0
9,0,0,0
8,1,0,0
8,1,0,0
8,1,0,0
7,1,0,0
7,1,0,0
7,1,0,0
5,1,0,0
4,1,0,0
2,0,0,0
2,0,0,0
2,0,0,0
0,1,0,0
77,1,0,174984
74,1,48488,6788715
65,0,70406,-495397
63,0,228787,1564751
61,1,99402,5961076
61,0,569200,-156345
59,1,0,61253
59,0,112760,552825
57,1,241840,-110295
57,1,124940,672682
57,0,280130,427463
55,0,376096,232813
55,0,663689,-849855
53,0,680238,2119775
52,0,597512,-912964
52,0,302021,2156923
51,1,67238,0
50,1,84102,91991
49,0,94515,-376168
48,1,0,0
48,1,294064,169198
46,0,276390,-691190
46,1,227464,722179
45,1,164473,12545
45,1,321609,-503491
45,1,466540,-608556
44,0,175248,-470277
43,1,256096,-127480
43,1,461399,299661
43,1,186851,565
41,1,289140,90422
39,0,421518,-273853
38,1,19747,361758
37,1,172744,-63025
37,0,223231,-396044
37,1,168384,43551
36,1,47622,-302304
35,0,474482,-940183
33,1,199650,-131145
33,0,202395,-370516
32,0,318187,39157
30,0,247439,-55058
29,0,452614,-1515777
29,1,254231,-425474
29,0,195291,48504
29,1,50801,77296
29,1,242764,-209658
28,1,238432,102148
28,1,324186,153106
25,0,54191,-127493
23,0,186052,-8221
23,1,16682,52185
21,0,166187,-39491
21,0,71039,17786
20,0,35287,-13960
20,1,199325,-14949
20,1,78372,-435
19,1,28364,36905
18,1,43031,7421
13,1,0,0
12,1,0,0
11,0,0,0
9,1,0,0
9,1,0,0
9,0,0,0
8,1,0,0
8,1,0,0
8,1,0,0
7,0,0,0
6,1,0,0
6,1,0,0
4,0,0,0
2,1,0,0
2,0,0,0
0,1,0,0
