age,female,income,wealth
57,1,186354,200080
57,0,0,158957
56,0,291929,-608904
55,1,214664,20354
55,0,201346,261730
54,0,9481,69200
54,1,204000,2110846
53,1,286705,1927043
53,0,627068,2949599
53,0,289748,-233332
51,1,234618,163242
50,0,95834,-6583
48,0,189098,-150486
48,0,179062,-279884
48,0,237468,8963
47,1,321163,145933
47,1,335000,4611
47,1,235688,61434
46,0,249323,53461
46,0,144591,-141791
45,1,173868,856
45,0,-12809,-529492
44,1,296548,230039
44,0,543113,787358
44,0,396483,64580
43,0,169483,-33538
42,1,682376,-311006
42,0,3014,-66004
39,1,247453,-214506
39,0,338930,2152698
36,1,0,-94049
35,0,247753,-413258
34,0,145930,235104
34,1,0,0
32,1,183350,-348435
32,1,228484,-37147
28,1,0,123170
28,1,174289,-139108
27,0,144337,-121115
27,0,330732,180711
26,1,128612,2687
26,0,257643,-307330
24,1,168321,39901
23,0,345852,-97024
21,0,0,-9054
21,0,53391,-96058
20,0,85252,5721
19,1,96981,-48557
19,1,30039,156793
19,1,0,-22936
17,0,0,25632
17,0,29145,21902
17,0,12721,5762
15,0,10922,0
13,0,0,0
13,1,0,0
13,1,0,0
9,0,0,0
9,0,0,0
8,0,0,0
8,1,0,0
8,1,0,0
78,0,0,-95667
76,1,0,20629
73,0,49339,405525
68,1,0,931
68,1,0,18051
65,0,8700,-334781
62,1,173121,126300
60,1,88100,84266
59,0,246848,467593
59,1,307508,-137876
57,0,182386,7595
57,1,261659,121000
57,0,223831,-941847
56,0,1141,-239491
55,0,-88727,465509
55,0,71107,-148255
54,0,651000,-1089343
54,1,243900,-76552
54,0,224992,647479
53,1,15520,466629
52,1,236758,-108964
51,0,446133,-575037
51,0,313233,88046
51,1,143064,-789
49,0,0,144869
47,0,735321,-166127
47,0,336266,86491
47,0,737907,111194
47,0,259138,64514
45,1,289642,160938
44,0,294030,-588066
43,0,193586,-241846
42,0,348537,-282157
41,1,183981,462478
39,0,702976,-166841
38,1,174826,2110
38,1,111715,353750
35,0,311425,-484716
32,0,202570,267074
32,0,237152,-217094
31,1,168319,85432
29,1,451233,177126
29,0,244965,-772893
29,1,142127,103183
28,0,321225,-91359
26,0,123347,0
26,0,205538,46933
22,1,9099,-21192
21,0,74839,383368
21,0,82202,-20625
21,0,269669,-47754
21,1,61356,-19498
19,0,21679,-23209
19,0,22829,-21776
18,1,51523,118
17,0,2835,39062
16,1,6225,0
15,1,0,0
15,0,0,0
15,1,0,0
14,0,0,0
13,1,0,0
10,1,0,0
7,1,0,0
2,1,0,0
2,1,0,0
2,0,0,0
1,0,0,0
88,1,0,164347
72,1,0,70236
68,1,0,-18152
66,1,0,28783
64,0,294194,626803
63,0,97297,11677
61,1,385357,600058
59,1,109153,0
57,0,232939,347559
56,0,234691,368833
56,0,676266,1428181
55,0,328888,-237340
54,1,12539,18572
53,1,256230,42923
53,1,135739,513681
53,1,149726,127834
52,0,379178,-1481899
52,0,206118,861898
51,0,457082,-48331
50,0,827565,957351
49,1,135863,14327
47,0,405132,-750817
47,1,0,8445
46,0,23655,-291909
45,1,241014,-86612
45,1,0,-219368
43,0,236763,-134733
43,0,266670,-578098
43,0,327372,-955577
43,0,500565,-813985
43,0,547296,-965724
41,0,830815,-289304
40,1,189261,49481
40,1,153118,145379
40,1,134093,128273
39,1,228109,73202
38,1,204711,151557
38,0,267420,270961
37,1,256237,114336
35,1,54625,749
34,1,598562,-592025
33,1,52971,-81130
33,1,217077,-16034
33,0,305345,-1036103
32,1,26103,164563
31,1,279610,50109
31,1,221025,-25222
30,1,59960,60422
29,0,305163,-20595
28,0,334369,-146319
25,0,107161,-233069
25,0,76790,-42569
24,0,0,-53
23,0,5377,4
23,0,40779,109426
23,0,87825,-96364
23,1,104520,-58567
22,1,106107,28572
22,1,101028,-145031
22,0,54633,-48770
21,0,114678,-33922
20,0,47955,103480
19,0,0,-9977
19,0,179291,-22297
19,0,60309,14813
18,1,5410,217089
17,0,0,31751
16,0,2190,0
14,0,4386,0
14,1,0,0
12,0,0,0
9,1,0,0
9,0,0,0
9,1,0,0
9,1,0,0
8,1,0,0
5,1,0,0
5,0,0,0
4,0,0,0
3,0,0,0
3,1,0,0
2,1,0,0
0,1,0,0
0,1,0,0
79,0,0,423553
76,1,0,149328
75,0,0,188390
72,1,0,326563
71,0,15545,316974
70,1,0,119527
69,1,24111,169211
61,0,0,39673
60,1,98476,17437
57,1,197429,137150
57,1,296167,1015883
56,1,12902,565814
56,1,249192,-213377
54,0,223616,-21098
54,0,440891,-592338
54,1,392516,433917
52,0,664398,412253
51,0,204597,174198
50,1,101998,35391
49,0,56328,130000
49,0,619146,-162233
49,1,210575,241443
48,1,234213,104360
47,0,316665,-267136
47,0,500596,2431046
47,0,297081,173018
45,0,288498,-283952
45,0,467988,-58452
45,1,252731,292482
44,0,543493,-87537
43,1,235997,-206245
42,1,196557,-232519
41,1,36746,109191
40,1,132314,-83963
38,0,0,-590651
38,0,26196,109752
38,0,294278,-1007578
37,0,243121,-28935
35,1,411114,48819
35,1,241351,102911
33,0,223032,566518
32,1,0,224
32,1,73923,89060
32,1,170369,-145970
32,0,269221,979211
29,0,227259,-154729
28,0,52022,625800
26,0,140402,-141399
26,0,408432,13363
24,0,211524,-638919
24,1,0,4753
23,1,35994,-112438
23,0,81675,43974
22,0,0,3041241
18,1,11610,21927
17,0,26673,167168
17,0,17490,12024
16,1,0,0
13,0,0,0
11,0,0,0
11,1,0,0
11,0,0,0
11,0,0,0
10,1,0,0
9,0,0,0
9,1,0,0
8,0,0,0
6,1,0,0
6,1,0,0
5,0,0,0
3,1,0,0
1,0,0,0
79,1,0,95733
78,0,0,1064246
77,0,0,304876
75,1,0,505704
69,0,176950,74360
68,1,0,242211
66,0,162559,648144
62,1,269224,-30141
60,1,35825,20616
60,0,70063,-16121
58,0,216566,201952
58,0,0,386727
57,1,227496,543752
56,0,366374,347986
56,0,394783,41274
55,0,403113,398653
55,0,289531,15390
55,0,698562,-108018
53,0,278713,353558
53,1,213054,147601
53,0,162258,412437
52,1,94352,5670
51,1,117344,32162
50,1,255768,254087
49,1,179480,224396
49,0,271435,-450392
49,0,333428,205962
49,0,443453,1028057
48,0,163301,-1146115
47,1,281115,-61653
44,1,409234,360000
42,1,203681,-200785
41,1,163411,77442
41,0,500250,-1056934
40,1,145574,29785
38,0,342515,-819938
37,0,333961,152174
36,0,242376,163284
36,0,372243,-633706
35,1,185027,-1356
32,1,191846,-74060
31,0,519290,-805981
29,1,154723,-25373
28,0,200000,-67976
27,1,181996,-397249
26,1,209507,7436
25,1,6201,49962
22,0,59463,-61324
20,0,171609,167173
20,1,95916,6272
19,0,2539,2333
17,1,22727,1038
13,0,0,0
11,1,0,0
11,0,0,0
11,0,0,0
11,1,0,0
11,1,0,0
10,0,0,0
10,0,0,0
10,0,0,0
9,0,0,0
9,0,0,0
9,1,0,0
9,0,0,0
8,0,0,0
6,0,0,0
5,1,0,0
4,1,0,0
3,0,0,0
3,1,0,0
79,1,0,3420
78,0,0,405247
74,0,24604,650670
73,1,0,232206
71,1,0,234077
63,1,0,-5804
62,1,136213,381197
61,1,275127,23127
59,1,138900,202077
59,0,316764,-236808
59,0,262953,219948
58,0,207805,168318
58,0,360109,398903
56,0,294705,989762
54,0,328778,2118016
53,1,0,3299
53,0,49193,220796
53,0,23195,800307
53,1,0,34837
50,1,228935,-52826
50,0,285063,-194149
49,0,304210,-386284
48,0,266560,70953
47,1,0,64076
47,0,16328,-1026558
47,0,343460,282136
47,0,212625,472831
46,1,321093,30428
46,0,821295,81056
45,0,99003,-439607
43,1,412999,-238096
42,1,218541,-345783
37,0,225772,93448
36,0,377762,-659476
34,0,253380,-1216016
34,0,622746,-403142
33,1,0,127650
32,0,259858,90225
32,1,144783,-44017
31,0,103528,15001
30,1,82564,76272
30,1,349078,60257
28,0,242209,122135
27,1,0,84714
26,0,165885,-23251
23,1,222737,-99964
23,1,283491,-130235
23,0,15521,-21409
21,1,175498,-15245
21,1,65039,-89469
20,1,78174,-70
20,1,133409,16475
20,0,71357,6857
18,0,12015,-66036
17,0,0,157145
17,0,0,11476
16,1,29369,0
15,1,1650,0
14,1,0,0
13,1,0,0
12,0,0,0
12,0,0,0
12,0,0,0
11,1,0,0
11,0,0,0
11,0,0,0
8,1,0,0
7,1,0,0
5,0,0,0
4,1,0,0
4,1,0,0
4,0,0,0
4,0,0,0
3,1,0,0
3,1,0,0
3,0,0,0
2,0,0,0
2,0,0,0
1,1,0,0
86,1,0,325818
85,0,0,391792
75,0,0,1126271
74,1,0,55005
68,0,0,169569
66,0,20448,403411
65,0,0,463579
62,0,0,532562
62,1,35630,5754
61,1,180107,70103
60,1,241486,301948
58,0,293688,209454
58,0,736752,43996
57,1,0,0
57,0,254494,27623
56,1,0,-6099
55,0,373444,-292179
53,1,252428,21847
53,0,668707,1006786
52,0,385420,-124777
51,0,293057,92272
51,1,291558,999999
50,0,302286,-553361
46,1,125290,24963
46,1,335092,133015
46,1,286709,286465
44,1,55031,623851
44,0,389277,1016758
42,1,208718,-324269
41,0,238430,-172370
41,0,547454,-117787
39,1,179634,67379
39,0,319939,330032
34,1,224162,31014
33,0,173973,-373684
32,0,0,-64168
32,1,274325,28965
32,1,131851,79596
30,0,667909,792383
30,1,210450,-139236
29,1,247717,5761
29,1,0,4272
26,1,277617,857
24,1,179623,-167103
21,1,49640,6922
20,1,99606,38446
20,0,57767,98279
19,1,0,1839
19,0,17708,573293
19,0,136255,132295
18,0,7616,15640
16,0,23292,0
14,0,0,0
13,0,7759,0
13,1,0,0
13,1,0,0
12,0,0,0
10,0,0,0
9,0,0,0
8,0,0,0
8,0,0,0
8,0,0,0
8,0,0,0
7,1,0,0
4,0,0,0
3,1,0,0
2,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
82,1,0,410976
82,0,0,222029
79,0,0,314365
75,0,0,840622
73,1,0,33219
72,1,0,179231
71,0,0,677073
71,1,0,48338
69,1,0,128873
68,0,21655,295833
65,1,0,123870
64,1,284989,-43210
59,1,262423,235145
57,1,129247,88888
56,1,0,26163
54,1,105742,86253
53,1,0,89815
53,0,295546,284247
52,1,199173,-17608
52,1,281215,548853
52,0,362749,346168
51,1,192899,33753
51,0,254868,-65942
50,1,182634,4820
48,0,0,14942
48,1,256250,-186377
47,1,0,-4327
47,1,265070,-712473
46,1,203127,102336
44,1,114288,0
43,0,231900,60815
42,1,71287,158964
42,1,423723,-18630
42,1,306747,-582788
41,1,347652,-103733
38,0,314215,-208240
38,0,419764,-519125
37,1,265575,166316
36,1,230472,307172
35,1,266657,-675958
34,0,62267,-3005
34,1,338681,244813
34,0,68265,-328839
33,1,0,-90805
31,0,227346,-451007
30,0,240508,-188954
27,1,239055,5024
27,1,117486,168650
24,0,108242,58332
23,0,150141,167288
23,0,18050,60246
22,1,264398,-85193
20,1,124741,223991
20,1,168784,77956
20,1,120254,-27810
18,1,0,8685
17,0,0,5375
17,1,17193,17997
16,1,7335,0
16,1,19914,0
15,1,0,0
14,1,0,0
13,1,0,0
12,0,0,0
11,1,0,0
11,1,0,0
11,0,0,0
8,1,0,0
8,1,0,0
8,0,0,0
6,0,0,0
6,0,0,0
6,1,0,0
3,1,0,0
2,0,0,0
1,1,0,0
0,1,0,0
0,1,0,0
80,1,0,575338
74,0,51221,1574742
73,0,0,39587
72,0,53238,607844
71,1,0,89246
71,1,0,221744
70,0,0,558895
69,0,3650,1601153
65,1,0,12431
62,1,87379,2251
62,1,127703,405471
61,1,0,-49446
60,1,0,0
60,1,0,43572
55,0,269213,1115493
53,0,295027,-171073
52,1,600000,0
52,1,254074,152663
52,0,276008,-151785
51,1,108857,28298
51,0,750457,-45739
50,1,117720,118788
50,0,1100510,-1012260
49,1,250000,1425899
48,1,255667,154601
48,0,1216973,8826733
47,1,214000,638714
47,0,411011,-12990
46,0,285888,227832
46,0,411850,-207510
46,0,248716,-29506
46,1,276856,147060
43,0,305553,150682
42,1,232846,195510
41,1,215601,-38940
41,1,235455,7920
41,1,136647,218804
40,0,214319,131349
39,1,170783,133171
39,1,0,384489
39,1,173143,-145303
39,1,162461,9864
38,1,0,-295692
35,1,227674,-309096
34,0,234249,-530784
34,1,263780,85453
33,0,436780,355070
32,1,121729,-670131
30,1,318970,-134482
29,0,133612,1197
28,1,101109,-8825
28,1,306841,-38747
26,1,260380,-774727
26,1,198468,8714
22,1,11533,-111751
21,1,1958,-15446
21,0,61154,73136
19,1,36117,112741
16,1,15837,0
16,1,10510,0
15,1,0,0
13,1,0,0
12,0,0,0
11,1,0,0
10,1,0,0
9,1,0,0
8,1,0,0
7,0,0,0
6,0,0,0
6,0,0,0
3,0,0,0
3,1,0,0
3,1,0,0
3,0,0,0
1,0,0,0
0,1,0,0
0,1,0,0
69,0,0,895691
67,0,50967,-119606
65,0,0,5694
63,0,10958,243914
62,1,89858,357179
61,1,122527,210948
60,1,200735,1006
56,0,0,148536
56,0,275274,91309
55,0,193368,-594983
55,1,141951,598018
54,1,183556,104103
53,0,294553,300409
53,0,12807,360387
53,1,12869,275618
52,1,295610,16835
52,0,298499,46526
51,1,0,454788
51,1,22835,0
49,1,153331,81090
48,1,242074,58314
47,1,248336,58296
46,0,688806,1475266
46,1,205996,107586
45,0,317975,77315
44,1,230281,-172994
43,1,271373,-619258
42,0,69502,4969992
41,1,285694,-404913
41,1,251213,-104530
40,1,237461,22212
39,1,250355,-74847
37,1,273618,130555
37,0,285995,-224555
37,0,522826,-412343
36,1,8691,-219900
35,1,160898,-285034
33,1,255190,47394
28,0,277620,-230565
26,1,254410,313849
26,0,413209,-374103
25,0,385370,-188579
24,0,124661,-212976
23,1,136224,16292
21,0,186476,-25502
21,0,228961,-184788
20,0,82609,73215
19,1,7993,22636
17,0,12854,117571
17,0,34424,56279
17,0,29173,5304
16,1,0,0
16,1,0,0
13,0,0,0
12,0,0,0
11,0,0,0
11,0,0,0
11,1,0,0
11,0,0,0
11,1,0,0
10,1,0,0
8,1,0,0
8,1,0,0
8,1,0,0
7,1,0,0
6,0,0,0
5,1,0,0
4,1,0,0
4,0,0,0
3,0,0,0
3,1,0,0
2,0,0,0
1,0,0,0
0,1,0,0
75,0,0,57097
72,0,0,38303
66,0,0,-279644
62,1,0,106844
60,0,251813,60044
60,1,311379,211775
60,0,54835,190060
55,0,99957,448329
55,1,133811,212736
54,0,174343,2361687
53,1,211219,147766
53,0,296325,855841
52,1,255959,27698
52,0,333003,-377923
49,1,128846,3136
48,0,242547,192290
47,0,166121,1340352
47,1,0,-10565
46,0,452733,-1143221
45,1,406351,-710055
45,1,51257,128844
45,0,274051,-156373
44,1,180190,78150
43,0,187389,-521174
41,1,205450,55407
40,0,311166,-81204
39,1,128591,11707
38,1,113793,380069
38,1,133692,-421776
38,0,843456,-1367677
37,0,170071,440608
37,1,155543,138246
36,1,0,99280
34,1,0,974
34,0,394766,-663164
33,0,246502,-1193485
32,0,100715,-19181
32,1,205185,-240089
32,0,331350,-149180
31,0,1034630,-2703238
31,0,301690,874025
30,0,253575,-878547
30,1,305343,-465103
29,1,215187,11229
29,1,184962,132775
28,0,0,-258624
27,0,307008,-101815
24,1,91916,14465
24,1,54891,-178531
19,1,17000,71266
17,1,0,8439
17,0,86346,25410
16,1,10434,0
16,1,12000,0
15,0,11193,0
15,0,21694,0
14,0,0,0
14,1,22000,0
13,0,0,0
11,0,0,0
10,1,0,0
10,0,0,0
10,0,0,0
9,1,0,0
8,1,0,0
8,1,0,0
7,0,0,0
6,0,0,0
5,0,0,0
2,1,0,0
2,1,0,0
77,0,0,229141
70,1,0,453440
68,0,0,52341
68,0,0,439180
67,1,0,0
66,0,0,-422276
65,0,0,-9732
65,1,0,223373
64,1,0,36790
62,1,15400,64260
60,1,301154,220906
60,1,156228,67312
57,1,118964,134552
57,1,0,14714
56,1,153956,342230
54,0,322044,535007
54,1,186156,49833
53,0,246244,-592278
52,0,564365,192726
51,1,60128,-4556
51,0,232774,459576
50,0,424448,-472850
50,1,247751,80901
49,0,183328,-65925
49,1,261827,1088709
47,0,285828,220307
46,1,2396,13868
44,0,240345,255942
42,0,84050,-172427
42,0,356293,-131953
40,0,263966,14536
40,1,49100,4644
39,0,18487,143858
38,1,228798,-96258
38,1,233416,-487415
37,0,404227,-98980
36,1,138193,32627
36,0,451020,247946
34,1,0,-95782
33,1,287819,-577243
32,1,257049,-105770
31,0,1043367,-1047986
30,1,0,637
30,1,338373,-456572
30,0,347600,-748998
29,1,0,-4556
29,0,0,107222
28,1,162167,-251684
28,1,50160,233968
27,0,325541,-42104
27,1,285775,-368591
27,0,455242,-742093
27,0,48816,-201668
25,0,36150,-63070
23,0,21531,98906
22,1,177907,49544
21,0,10624,-45161
21,0,275494,-21970
20,1,48970,26345
20,1,64366,14040
19,0,0,-38756
19,0,13696,-19515
19,0,111962,3308
18,0,69722,9382
17,1,33660,6586
17,1,30654,5608
17,1,0,9926
16,0,14730,0
16,0,0,0
15,0,0,0
14,0,0,0
13,0,0,0
12,1,0,0
12,0,0,0
11,1,0,0
11,0,0,0
10,0,0,0
10,0,0,0
8,1,0,0
7,0,0,0
7,0,0,0
6,0,0,0
4,0,0,0
1,0,0,0
82,1,0,313144
77,1,0,15903
68,0,0,84095
67,1,0,-196606
63,0,91884,128986
59,0,293452,1285119
57,0,309654,585037
57,1,97493,464194
56,0,0,-268045
56,0,72000,507151
56,0,278345,98284
55,1,0,67391
54,0,551153,1097808
54,1,44080,276018
53,1,256119,204887
53,1,6132,860094
52,1,173962,157281
51,1,245930,-3993
51,1,135796,11069
50,1,231058,-40726
50,1,20782,-92755
49,1,179734,74010
49,1,111107,232240
49,0,314353,276825
47,0,279415,-196831
47,1,229859,-234024
46,1,566588,-739009
46,1,130896,-57528
45,1,128710,263012
44,0,236411,-91435
41,1,196268,109466
40,1,87040,123936
40,0,461114,39353
39,0,177825,-919497
38,0,335571,-807116
37,0,309472,-675114
36,0,281390,-160831
34,1,243210,-183663
34,1,262334,203715
32,0,333578,-741777
31,1,252333,53305
30,0,352875,-832540
29,1,230610,-186980
29,1,126105,138333
29,1,64328,-12986
27,1,277877,278267
27,1,0,-108297
26,0,61891,-157976
23,0,89151,-37468
23,1,6697,17668
21,0,96186,-33174
21,1,44570,29293
19,0,139020,51819
19,1,50941,-9486
17,1,7725,21068
17,1,0,20
14,1,0,0
14,0,0,0
14,1,0,0
10,0,0,0
9,1,0,0
9,1,0,0
9,0,0,0
7,0,0,0
5,0,0,0
4,1,0,0
4,0,0,0
3,0,0,0
2,1,0,0
1,1,0,0
1,1,0,0
1,0,0,0
0,1,0,0
0,1,0,0
85,1,0,0
83,0,0,1364481
79,0,0,277158
68,0,183793,494318
62,0,220236,84516
57,1,355635,326306
57,1,0,42293
55,1,306764,561021
55,0,320036,516232
52,1,0,1102
51,1,54912,-31
50,0,289672,-168987
48,1,282948,-38130
47,0,220400,90727
47,0,562256,-386753
46,0,250229,882614
45,0,230802,335880
44,0,390342,-403216
42,0,325400,293482
42,1,35955,387214
42,0,193153,-190072
41,1,194134,207574
40,1,190064,15186
39,1,239176,799791
38,0,365134,-193896
37,1,221355,129543
37,0,500370,-1080255
36,0,246768,11841
34,1,0,428
34,1,346331,220531
33,1,123628,-9428
32,0,232367,247962
31,0,199659,-531676
31,1,25788,-409598
30,0,693153,-23150
27,0,267371,122366
25,1,32988,-211168
22,0,137515,-367549
22,1,28134,-138453
22,1,46987,-46875
21,0,165441,-6655
20,0,12455,1043
20,1,58052,17159
20,1,138691,-8975
19,1,48722,1032
16,1,8313,0
15,0,11642,0
14,0,0,0
14,0,0,0
12,0,0,0
12,0,0,0
12,0,0,0
11,1,0,0
8,1,0,0
8,0,0,0
6,0,0,0
3,1,0,0
0,1,0,0
75,0,10017,605983
74,0,0,283125
71,1,0,236536
71,0,0,80406
69,0,0,3483341
64,0,257235,75610
64,0,415168,924685
63,1,12640,12761
61,1,0,163435
60,1,328772,-182022
59,0,229077,72552
56,1,43852,11673
56,0,729105,1278240
52,0,210285,723841
51,0,314579,399639
51,1,212530,133564
50,0,58174,2530
49,1,259240,204528
48,1,293267,-156943
48,0,237810,399294
46,0,446137,-1074893
44,0,422941,-1538197
44,0,264847,423521
44,0,282979,-1761091
44,1,297343,-610636
43,0,337054,330229
43,0,412427,-587928
41,0,365081,-230527
40,0,191526,-222292
38,1,104064,-3432
38,1,42948,8476
37,0,118210,30109
35,0,422043,69481
35,1,217444,60834
34,1,308218,-353323
32,1,267871,-737228
25,0,353816,148324
24,0,100742,-81426
23,0,211525,64008
22,0,192165,44305
21,0,0,17453
21,1,73871,-155097
21,1,264608,114476
15,1,0,0
13,0,0,0
12,1,0,0
11,0,0,0
10,0,0,0
10,0,0,0
8,0,0,0
7,0,0,0
7,0,0,0
6,0,0,0
6,1,0,0
5,1,0,0
4,1,0,0
3,1,0,0
0,0,0,0
72,0,0,2187262
71,1,0,18275
70,1,0,23977
70,0,0,280148
68,1,0,407190
67,1,0,90162
65,0,0,363529
63,1,0,34270
58,1,131317,535896
55,1,438608,-2605619
52,1,266807,217245
51,0,325719,215340
51,0,214422,179047
51,0,321826,-153468
49,1,0,695
49,1,37293,15552
49,1,196870,-55919
48,1,627491,358981
48,1,214954,35668
47,0,341785,371826
46,1,286176,164573
43,0,145567,44763
42,1,228903,19437
42,0,126804,-544761
41,1,216621,28995
40,0,394119,589762
39,1,143100,23120
38,0,277914,-222635
37,1,108284,-847014
36,1,395808,216691
35,1,521093,-927456
35,0,210489,137511
35,1,145548,-40051
34,0,218660,159839
34,0,279009,-312016
32,0,103491,413913
32,1,161082,137161
31,1,1928,-55761
31,1,212916,40596
30,1,262755,-423847
29,1,153379,-799646
29,1,200151,-158789
28,0,233000,-219326
26,0,412183,36687
26,0,-12984,-450475
25,0,138498,-7863
22,1,21553,-112910
22,0,133679,-110225
21,0,179734,-150244
18,1,19256,10767
18,1,22543,46
17,1,15313,-21
15,1,1660,0
14,1,0,0
14,1,0,0
11,1,0,0
11,0,0,0
9,0,0,0
8,1,0,0
7,1,0,0
7,0,0,0
6,0,0,0
6,0,0,0
6,0,0,0
6,0,0,0
5,1,0,0
3,1,0,0
3,0,0,0
2,0,0,0
81,0,0,841221
81,1,0,113259
78,0,0,273364
78,1,0,27132
74,1,0,21164
70,0,0,217778
70,0,0,136447
69,0,0,-39845
67,0,0,1519394
64,0,326124,579110
64,0,385199,1521013
62,1,194396,93496
61,1,45500,-2248
56,1,110291,0
55,1,94243,15036
55,0,164142,-357480
55,1,19158,12794
53,0,259930,867716
52,1,293156,1032007
50,0,377310,1478113
50,1,193636,0
50,1,185059,58368
49,0,357824,425704
49,1,192326,-89847
48,1,314834,40255
48,0,95433,90120
46,1,206011,37757
46,1,78956,65072
45,1,160062,169559
45,0,269039,-464917
44,0,305315,-336323
44,1,221172,304734
44,0,291679,-4191
44,0,211915,27033
43,1,260877,-260632
42,1,222602,36326
40,1,191245,69172
40,1,219316,19600
40,0,145243,-227778
39,0,441434,421300
35,1,-54295,51242
35,0,412205,-1240816
33,1,652009,-777049
33,1,250269,-129388
32,0,-10816,-642528
31,0,197440,-258375
31,1,507233,-55341
31,0,296017,-261989
28,0,5410,-6268
28,0,217346,-302085
26,0,272608,-30561
22,0,208735,-94435
22,1,53419,-45385
22,1,83521,7370
20,0,267328,29652
20,0,36980,-36836
18,1,16932,9635
18,0,45801,13391
17,0,9807,43726
15,0,4857,0
14,0,4950,0
12,0,0,0
12,1,0,0
11,1,0,0
9,0,0,0
9,0,0,0
9,1,0,0
8,0,0,0
8,1,0,0
5,0,0,0
3,1,0,0
3,0,0,0
0,1,0,0
94,0,0,43175
85,0,0,167027
73,0,0,492637
69,1,0,229937
68,1,7546,63899
65,0,251896,345323
65,0,0,478187
60,1,74211,19871
59,0,720513,-117869
57,1,0,-32182
56,1,227159,460127
56,1,163892,136706
55,0,200328,2398409
55,0,300687,101207
55,1,3419,109308
52,0,0,169588
51,1,127739,-335948
51,1,272826,-31291
50,0,422758,-989348
49,0,247949,777876
47,1,312930,50830
47,0,181377,-16249
46,1,156380,157156
46,0,292859,28680
46,1,259754,35134
46,1,27793,18927
45,1,244750,394553
45,0,202804,36265
44,1,262641,184939
44,0,237671,225990
43,1,11493,3764
41,0,323474,-383266
41,0,328411,-64189
41,0,417176,226232
39,0,586562,406035
36,0,316644,803776
34,0,209358,8277
34,0,-137017,214623
34,1,65736,-44706
34,1,98572,458026
34,1,0,-1151859
33,0,236609,394727
32,1,170494,209627
31,0,129744,619
31,1,204860,181280
31,1,260650,110388
30,1,64010,-117741
27,0,0,3971
26,1,55808,-177189
26,0,202642,54455
26,0,59869,-194828
25,0,59662,-119233
25,1,329215,-67163
24,0,205690,-56275
22,0,175473,-10742
20,1,78362,-15034
19,0,309594,27207
18,1,19959,28
18,0,94424,-30213
16,1,0,4184
16,0,1960,0
15,1,11513,0
13,0,0,0
11,0,0,0
10,0,0,0
8,0,0,0
7,1,0,0
7,0,0,0
7,1,0,0
6,0,0,0
5,1,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,1,0,0
0,0,0,0
82,0,0,536301
82,1,0,40213
77,1,0,215944
75,1,0,22255
73,1,205463,2136135
72,0,0,40956
68,0,5706,523607
62,1,265145,2947405
62,1,22306,164653
60,0,180000,250460
59,0,1661,-69708
58,1,437808,905585
56,1,312059,-28482
56,0,311225,539422
55,0,168674,1249977
55,0,202062,399787
55,0,863033,267268
55,1,248230,42213
51,0,693319,-521582
51,1,161237,382703
50,0,879693,166313
50,1,427952,-693071
49,0,732186,17039
49,1,227184,229
48,0,284694,509363
48,0,200003,606629
47,1,150071,24562
46,0,327332,-403603
46,1,0,576167
44,0,1065908,-1516027
44,1,226655,108013
43,0,323183,-729787
40,1,371649,397558
40,1,127009,6324
40,1,0,198087
38,0,0,296889
38,1,120782,33780
38,1,255378,36268
38,1,366340,106879
37,1,61942,195955
33,0,291415,-506067
33,1,318499,53491
33,1,59583,1549
31,1,4618,-137769
29,0,0,274
27,1,278744,619629
26,1,158225,18062
23,0,44957,8261
22,1,57482,-105156
21,1,70548,-48523
21,1,189857,1872
20,0,244043,26209
18,0,19045,7286
18,0,54955,31960
17,0,4213,2568
16,0,0,0
16,0,0,0
16,1,16482,0
15,0,0,0
12,0,0,0
10,0,0,0
10,0,0,0
10,0,0,0
10,1,0,0
9,1,0,0
8,1,0,0
6,1,0,0
6,0,0,0
5,0,0,0
5,1,0,0
3,0,0,0
2,1,0,0
2,0,0,0
0,1,0,0
75,0,0,402680
66,0,0,518962
65,0,40354,2172183
65,0,160870,918965
65,0,0,475362
60,1,63565,28649
58,0,-65053,1223204
58,0,460785,15820
58,0,246684,357507
58,0,720121,848091
57,1,5560,-90362
56,1,100000,1146
55,1,335150,191178
54,0,423787,407009
54,1,0,367000
53,0,488761,-12017
52,1,98511,-23861
50,0,236039,298743
49,0,719386,368528
49,1,241312,877334
48,1,317434,-471926
48,0,376557,-253800
47,1,209636,42439
47,0,263864,217751
47,0,261832,-818868
46,1,0,-76668
46,0,374635,1606172
46,1,281657,941
46,0,139065,-609738
45,0,190819,885151
45,0,387063,104825
43,1,759547,-476161
43,1,234760,-10621
42,0,271093,-3224272
42,0,195000,1185058
38,0,200899,506214
37,0,735722,-971863
36,0,323543,-229953
35,0,19393,-239382
34,0,242698,-289430
33,1,147534,-197204
32,0,167047,-8581
32,0,498243,-561030
31,0,0,-55014
31,0,416076,-545680
29,0,327334,862
28,1,118839,-11560
28,1,1598,-149667
27,1,90993,24092
24,0,0,35982
22,1,75996,-7478
21,0,82777,3877349
21,1,132509,-31490
21,0,200630,4199
20,1,68185,3502
20,0,0,-22998
19,0,60736,33711
18,1,58028,80319
17,1,16870,8030
17,1,11498,10036
16,1,0,0
16,1,11647,0
14,1,0,0
